Vehicle_ID,EV_Brand,Model,Vehicle_Type,Battery_Capacity_kWh,Manufacturing_Year,Customer_ID
V00874,Tata,Tiago EV,Car,24.0,2023,CU00874
V00875,Hyundai,Kona Electric,SUV,39.0,2023,CU00875
V00876,MG,Comet EV,Car,17.0,2022,CU00876
V00877,TVS,iQube,Scooter,3.4,2025,CU00877
V00878,Ola Electric,S1 Pro,Scooter,4.0,2024,CU00878
V00879,Ola Electric,S1 Pro,Scooter,4.0,2024,CU00879
V00880,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU00880
V00881,Tata,Tiago EV,Car,24.0,2022,CU00881
V00882,Hyundai,Ioniq 5,SUV,72.0,2024,CU00882
V00883,Ola Electric,S1 Pro,Scooter,4.0,2024,CU00883
V00884,Hyundai,Kona Electric,SUV,39.0,2023,CU00884
V00885,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU00885
V00886,JBM,ECOLIFE Bus,Bus,300.0,2024,CU00886
V00887,MG,Windsor EV,Car,38.0,2022,CU00887
V00888,TVS,iQube,Scooter,3.4,2025,CU00888
V00889,Ather,Rizta,Scooter,3.7,2025,CU00889
V00890,TVS,iQube,Scooter,3.4,2022,CU00890
V00891,Tata,Nexon EV,Car,40.0,2025,CU00891
V00892,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU00892
V00893,Tata,Curvv EV,SUV,55.0,2023,CU00893
V00894,MG,Comet EV,Car,17.0,2025,CU00894
V00895,Bajaj,Chetak,Scooter,3.2,2023,CU00895
V00896,Hyundai,Kona Electric,SUV,39.0,2024,CU00896
V00897,Olectra,City Bus,Bus,300.0,2022,CU00897
V00898,Hyundai,Kona Electric,SUV,39.0,2024,CU00898
V00899,Olectra,City Bus,Bus,300.0,2023,CU00899
V00900,MG,ZS EV,SUV,50.0,2022,CU00900
V00901,Kia,EV9,SUV,99.0,2024,CU00901
V00902,TVS,iQube,Scooter,3.4,2023,CU00902
V00903,Olectra,City Bus,Bus,300.0,2023,CU00903
V00904,Tata,Tiago EV,Car,24.0,2025,CU00904
V00905,Bajaj,Chetak,Scooter,3.2,2025,CU00905
V00906,JBM,ECOLIFE Bus,Bus,300.0,2025,CU00906
V00907,MG,Comet EV,Car,17.0,2023,CU00907
V00908,JBM,ECOLIFE Bus,Bus,300.0,2025,CU00908
V00909,Tata,Punch EV,Car,35.0,2025,CU00909
V00910,Mahindra,BE 6,SUV,59.0,2023,CU00910
V00911,Tata,Nexon EV,Car,40.0,2024,CU00911
V00912,Tata,Punch EV,Car,35.0,2022,CU00912
V00913,Mahindra,BE 6,SUV,59.0,2023,CU00913
V00914,TVS,iQube,Scooter,3.4,2024,CU00914
V00915,Kia,EV6,SUV,77.0,2025,CU00915
V00916,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU00916
V00917,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU00917
V00918,Hyundai,Kona Electric,SUV,39.0,2023,CU00918
V00919,MG,ZS EV,SUV,50.0,2023,CU00919
V00920,TVS,iQube,Scooter,3.4,2024,CU00920
V00921,Ather,Rizta,Scooter,3.7,2025,CU00921
V00922,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU00922
V00923,Ather,Rizta,Scooter,3.7,2025,CU00923
V00924,TVS,iQube,Scooter,3.4,2025,CU00924
V00925,BYD,Atto 3,SUV,60.0,2025,CU00925
V00926,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU00926
V00927,MG,Comet EV,Car,17.0,2024,CU00927
V00928,JBM,ECOLIFE Bus,Bus,300.0,2022,CU00928
V00929,Bajaj,Chetak,Scooter,3.2,2024,CU00929
V00930,TVS,iQube,Scooter,3.4,2024,CU00930
V00931,Hyundai,Kona Electric,SUV,39.0,2024,CU00931
V00932,JBM,ECOLIFE Bus,Bus,300.0,2022,CU00932
V00933,Ather,Rizta,Scooter,3.7,2022,CU00933
V00934,TVS,iQube,Scooter,3.4,2022,CU00934
V00935,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU00935
V00936,Kia,EV9,SUV,99.0,2024,CU00936
V00937,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU00937
V00938,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU00938
V00939,TVS,iQube,Scooter,3.4,2024,CU00939
V00940,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU00940
V00941,TVS,iQube,Scooter,3.4,2024,CU00941
V00942,Tata,Curvv EV,SUV,55.0,2025,CU00942
V00943,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU00943
V00944,Bajaj,Chetak,Scooter,3.2,2022,CU00944
V00945,Kia,EV6,SUV,77.0,2022,CU00945
V00946,MG,ZS EV,SUV,50.0,2025,CU00946
V00947,Olectra,City Bus,Bus,300.0,2024,CU00947
V00948,Bajaj,Chetak,Scooter,3.2,2025,CU00948
V00949,MG,Comet EV,Car,17.0,2022,CU00949
V00950,MG,Comet EV,Car,17.0,2025,CU00950
V00951,Kia,EV9,SUV,99.0,2025,CU00951
V00952,MG,Windsor EV,Car,38.0,2022,CU00952
V00953,Olectra,City Bus,Bus,300.0,2023,CU00953
V00954,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU00954
V00955,Ather,Rizta,Scooter,3.7,2023,CU00955
V00956,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU00956
V00957,Kia,EV9,SUV,99.0,2024,CU00957
V00958,Olectra,City Bus,Bus,300.0,2022,CU00958
V00959,Hyundai,Ioniq 5,SUV,72.0,2023,CU00959
V00960,Kia,EV9,SUV,99.0,2024,CU00960
V00961,MG,Comet EV,Car,17.0,2025,CU00961
V00962,Hyundai,Ioniq 5,SUV,72.0,2024,CU00962
V00963,BYD,Seal,Sedan,82.0,2022,CU00963
V00964,Tata,Punch EV,Car,35.0,2022,CU00964
V00965,Hyundai,Kona Electric,SUV,39.0,2023,CU00965
V00966,Tata,Nexon EV,Car,40.0,2025,CU00966
V00967,Bajaj,Chetak,Scooter,3.2,2025,CU00967
V00968,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU00968
V00969,Mahindra,XUV400,SUV,39.0,2023,CU00969
V00970,Hyundai,Kona Electric,SUV,39.0,2024,CU00970
V00971,Ola Electric,S1 Air,Scooter,3.0,2024,CU00971
V00972,Ola Electric,S1 Air,Scooter,3.0,2022,CU00972
V00973,Mahindra,XUV400,SUV,39.0,2025,CU00973
V00974,BYD,eMAX 7,MPV,71.0,2024,CU00974
V00975,Hyundai,Ioniq 5,SUV,72.0,2022,CU00975
V00976,Mahindra,XEV 9e,SUV,79.0,2024,CU00976
V00977,Mahindra,XEV 9e,SUV,79.0,2022,CU00977
V00978,Olectra,City Bus,Bus,300.0,2022,CU00978
V00979,MG,Windsor EV,Car,38.0,2022,CU00979
V00980,MG,Windsor EV,Car,38.0,2025,CU00980
V00981,Bajaj,Chetak,Scooter,3.2,2025,CU00981
V00982,Olectra,City Bus,Bus,300.0,2023,CU00982
V00983,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU00983
V00984,Bajaj,Chetak,Scooter,3.2,2025,CU00984
V00985,JBM,ECOLIFE Bus,Bus,300.0,2023,CU00985
V00986,MG,Comet EV,Car,17.0,2022,CU00986
V00987,Hyundai,Ioniq 5,SUV,72.0,2022,CU00987
V00988,Hyundai,Ioniq 5,SUV,72.0,2022,CU00988
V00989,Olectra,City Bus,Bus,300.0,2025,CU00989
V00990,TVS,iQube,Scooter,3.4,2023,CU00990
V00991,Mahindra,XEV 9e,SUV,79.0,2025,CU00991
V00992,Mahindra,XUV400,SUV,39.0,2023,CU00992
V00993,Ather,450X,Scooter,4.0,2024,CU00993
V00994,Ather,Rizta,Scooter,3.7,2025,CU00994
V00995,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU00995
V00996,Tata,Punch EV,Car,35.0,2023,CU00996
V00997,BYD,eMAX 7,MPV,71.0,2024,CU00997
V00998,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU00998
V00999,Mahindra,BE 6,SUV,59.0,2022,CU00999
V01000,TVS,iQube,Scooter,3.4,2022,CU01000
V01001,Bajaj,Chetak,Scooter,3.2,2023,CU01001
V01002,BYD,Atto 3,SUV,60.0,2023,CU01002
V01003,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01003
V01004,Hyundai,Ioniq 5,SUV,72.0,2022,CU01004
V01005,Hyundai,Kona Electric,SUV,39.0,2024,CU01005
V01006,Olectra,City Bus,Bus,300.0,2024,CU01006
V01007,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01007
V01008,Ather,450X,Scooter,4.0,2022,CU01008
V01009,Mahindra,BE 6,SUV,59.0,2023,CU01009
V01010,Ola Electric,S1 Air,Scooter,3.0,2025,CU01010
V01011,Hyundai,Ioniq 5,SUV,72.0,2024,CU01011
V01012,Bajaj,Chetak,Scooter,3.2,2023,CU01012
V01013,Bajaj,Chetak,Scooter,3.2,2024,CU01013
V01014,Bajaj,Chetak,Scooter,3.2,2025,CU01014
V01015,Tata,Nexon EV,Car,40.0,2024,CU01015
V01016,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01016
V01017,Ather,Rizta,Scooter,3.7,2025,CU01017
V01018,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01018
V01019,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01019
V01020,Bajaj,Chetak,Scooter,3.2,2023,CU01020
V01021,Bajaj,Chetak,Scooter,3.2,2024,CU01021
V01022,Tata,Punch EV,Car,35.0,2022,CU01022
V01023,BYD,eMAX 7,MPV,71.0,2023,CU01023
V01024,TVS,iQube,Scooter,3.4,2025,CU01024
V01025,Ather,450X,Scooter,4.0,2025,CU01025
V01026,BYD,Atto 3,SUV,60.0,2025,CU01026
V01027,Kia,EV6,SUV,77.0,2025,CU01027
V01028,Olectra,City Bus,Bus,300.0,2023,CU01028
V01029,Ather,Rizta,Scooter,3.7,2022,CU01029
V01030,Ola Electric,S1 Air,Scooter,3.0,2025,CU01030
V01031,Olectra,City Bus,Bus,300.0,2024,CU01031
V01032,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01032
V01033,Bajaj,Chetak,Scooter,3.2,2022,CU01033
V01034,Olectra,City Bus,Bus,300.0,2025,CU01034
V01035,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01035
V01036,Kia,EV9,SUV,99.0,2024,CU01036
V01037,Hyundai,Ioniq 5,SUV,72.0,2022,CU01037
V01038,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01038
V01039,Ola Electric,S1 Air,Scooter,3.0,2022,CU01039
V01040,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01040
V01041,Ather,Rizta,Scooter,3.7,2022,CU01041
V01042,MG,Windsor EV,Car,38.0,2025,CU01042
V01043,TVS,iQube,Scooter,3.4,2024,CU01043
V01044,Hyundai,Kona Electric,SUV,39.0,2024,CU01044
V01045,Ola Electric,S1 Air,Scooter,3.0,2025,CU01045
V01046,Hyundai,Kona Electric,SUV,39.0,2022,CU01046
V01047,MG,ZS EV,SUV,50.0,2025,CU01047
V01048,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01048
V01049,MG,Windsor EV,Car,38.0,2022,CU01049
V01050,TVS,iQube,Scooter,3.4,2024,CU01050
V01051,MG,ZS EV,SUV,50.0,2025,CU01051
V01052,Bajaj,Chetak,Scooter,3.2,2025,CU01052
V01053,TVS,iQube,Scooter,3.4,2024,CU01053
V01054,Olectra,City Bus,Bus,300.0,2025,CU01054
V01055,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01055
V01056,Ather,450X,Scooter,4.0,2023,CU01056
V01057,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01057
V01058,Kia,EV9,SUV,99.0,2022,CU01058
V01059,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01059
V01060,Kia,EV6,SUV,77.0,2022,CU01060
V01061,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01061
V01062,BYD,Atto 3,SUV,60.0,2024,CU01062
V01063,Kia,EV6,SUV,77.0,2025,CU01063
V01064,Ather,450X,Scooter,4.0,2023,CU01064
V01065,Ather,Rizta,Scooter,3.7,2023,CU01065
V01066,Olectra,City Bus,Bus,300.0,2025,CU01066
V01067,TVS,iQube,Scooter,3.4,2022,CU01067
V01068,TVS,iQube,Scooter,3.4,2025,CU01068
V01069,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01069
V01070,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01070
V01071,MG,Comet EV,Car,17.0,2023,CU01071
V01072,Hyundai,Ioniq 5,SUV,72.0,2025,CU01072
V01073,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01073
V01074,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01074
V01075,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01075
V01076,Ather,Rizta,Scooter,3.7,2023,CU01076
V01077,Mahindra,XUV400,SUV,39.0,2022,CU01077
V01078,Kia,EV6,SUV,77.0,2023,CU01078
V01079,Ather,Rizta,Scooter,3.7,2022,CU01079
V01080,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01080
V01081,Mahindra,XUV400,SUV,39.0,2025,CU01081
V01082,Mahindra,XEV 9e,SUV,79.0,2024,CU01082
V01083,Bajaj,Chetak,Scooter,3.2,2024,CU01083
V01084,BYD,eMAX 7,MPV,71.0,2024,CU01084
V01085,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01085
V01086,Olectra,City Bus,Bus,300.0,2024,CU01086
V01087,TVS,iQube,Scooter,3.4,2024,CU01087
V01088,TVS,iQube,Scooter,3.4,2023,CU01088
V01089,Kia,EV9,SUV,99.0,2022,CU01089
V01090,Hyundai,Kona Electric,SUV,39.0,2023,CU01090
V01091,Mahindra,XUV400,SUV,39.0,2025,CU01091
V01092,Mahindra,XUV400,SUV,39.0,2022,CU01092
V01093,MG,ZS EV,SUV,50.0,2022,CU01093
V01094,BYD,Atto 3,SUV,60.0,2023,CU01094
V01095,Hyundai,Ioniq 5,SUV,72.0,2023,CU01095
V01096,Kia,EV9,SUV,99.0,2022,CU01096
V01097,Hyundai,Kona Electric,SUV,39.0,2023,CU01097
V01098,Mahindra,XUV400,SUV,39.0,2023,CU01098
V01099,Ola Electric,S1 Air,Scooter,3.0,2024,CU01099
V01100,MG,ZS EV,SUV,50.0,2024,CU01100
V01101,MG,ZS EV,SUV,50.0,2025,CU01101
V01102,TVS,iQube,Scooter,3.4,2025,CU01102
V01103,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01103
V01104,Ather,450X,Scooter,4.0,2023,CU01104
V01105,BYD,Atto 3,SUV,60.0,2024,CU01105
V01106,Tata,Punch EV,Car,35.0,2022,CU01106
V01107,BYD,Atto 3,SUV,60.0,2025,CU01107
V01108,Tata,Nexon EV,Car,40.0,2025,CU01108
V01109,Ather,Rizta,Scooter,3.7,2022,CU01109
V01110,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01110
V01111,Hyundai,Ioniq 5,SUV,72.0,2023,CU01111
V01112,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01112
V01113,Hyundai,Ioniq 5,SUV,72.0,2022,CU01113
V01114,BYD,Seal,Sedan,82.0,2022,CU01114
V01115,Tata,Tiago EV,Car,24.0,2025,CU01115
V01116,Kia,EV9,SUV,99.0,2025,CU01116
V01117,Hyundai,Kona Electric,SUV,39.0,2024,CU01117
V01118,TVS,iQube,Scooter,3.4,2025,CU01118
V01119,Ather,Rizta,Scooter,3.7,2023,CU01119
V01120,BYD,Atto 3,SUV,60.0,2023,CU01120
V01121,Ather,450X,Scooter,4.0,2025,CU01121
V01122,Bajaj,Chetak,Scooter,3.2,2024,CU01122
V01123,Hyundai,Ioniq 5,SUV,72.0,2023,CU01123
V01124,Olectra,City Bus,Bus,300.0,2025,CU01124
V01125,Bajaj,Chetak,Scooter,3.2,2023,CU01125
V01126,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01126
V01127,MG,Comet EV,Car,17.0,2023,CU01127
V01128,Ather,450X,Scooter,4.0,2023,CU01128
V01129,MG,Windsor EV,Car,38.0,2025,CU01129
V01130,Tata,Punch EV,Car,35.0,2025,CU01130
V01131,Olectra,City Bus,Bus,300.0,2024,CU01131
V01132,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01132
V01133,TVS,iQube,Scooter,3.4,2022,CU01133
V01134,MG,Windsor EV,Car,38.0,2023,CU01134
V01135,BYD,Seal,Sedan,82.0,2023,CU01135
V01136,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01136
V01137,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01137
V01138,Ather,450X,Scooter,4.0,2022,CU01138
V01139,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01139
V01140,Bajaj,Chetak,Scooter,3.2,2025,CU01140
V01141,MG,ZS EV,SUV,50.0,2025,CU01141
V01142,Bajaj,Chetak,Scooter,3.2,2022,CU01142
V01143,MG,Windsor EV,Car,38.0,2023,CU01143
V01144,Kia,EV6,SUV,77.0,2024,CU01144
V01145,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01145
V01146,Mahindra,XUV400,SUV,39.0,2022,CU01146
V01147,TVS,iQube,Scooter,3.4,2025,CU01147
V01148,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01148
V01149,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01149
V01150,BYD,Atto 3,SUV,60.0,2024,CU01150
V01151,Ola Electric,S1 Air,Scooter,3.0,2022,CU01151
V01152,Hyundai,Ioniq 5,SUV,72.0,2025,CU01152
V01153,Ather,Rizta,Scooter,3.7,2023,CU01153
V01154,Olectra,City Bus,Bus,300.0,2024,CU01154
V01155,MG,ZS EV,SUV,50.0,2023,CU01155
V01156,BYD,Atto 3,SUV,60.0,2023,CU01156
V01157,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01157
V01158,Olectra,City Bus,Bus,300.0,2025,CU01158
V01159,Bajaj,Chetak,Scooter,3.2,2025,CU01159
V01160,TVS,iQube,Scooter,3.4,2023,CU01160
V01161,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01161
V01162,Hyundai,Kona Electric,SUV,39.0,2023,CU01162
V01163,BYD,Atto 3,SUV,60.0,2022,CU01163
V01164,Mahindra,XUV400,SUV,39.0,2023,CU01164
V01165,TVS,iQube,Scooter,3.4,2023,CU01165
V01166,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01166
V01167,Hyundai,Ioniq 5,SUV,72.0,2022,CU01167
V01168,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01168
V01169,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01169
V01170,Hyundai,Ioniq 5,SUV,72.0,2022,CU01170
V01171,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01171
V01172,Olectra,City Bus,Bus,300.0,2025,CU01172
V01173,Olectra,City Bus,Bus,300.0,2022,CU01173
V01174,TVS,iQube,Scooter,3.4,2023,CU01174
V01175,MG,Windsor EV,Car,38.0,2023,CU01175
V01176,Hyundai,Kona Electric,SUV,39.0,2025,CU01176
V01177,MG,Comet EV,Car,17.0,2023,CU01177
V01178,BYD,Atto 3,SUV,60.0,2025,CU01178
V01179,BYD,Atto 3,SUV,60.0,2025,CU01179
V01180,Kia,EV9,SUV,99.0,2025,CU01180
V01181,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01181
V01182,Olectra,City Bus,Bus,300.0,2022,CU01182
V01183,Hyundai,Kona Electric,SUV,39.0,2022,CU01183
V01184,MG,ZS EV,SUV,50.0,2024,CU01184
V01185,MG,Windsor EV,Car,38.0,2022,CU01185
V01186,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01186
V01187,Tata,Punch EV,Car,35.0,2022,CU01187
V01188,Ather,Rizta,Scooter,3.7,2022,CU01188
V01189,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01189
V01190,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01190
V01191,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01191
V01192,Tata,Nexon EV,Car,40.0,2022,CU01192
V01193,Kia,EV6,SUV,77.0,2022,CU01193
V01194,Hyundai,Ioniq 5,SUV,72.0,2025,CU01194
V01195,Tata,Nexon EV,Car,40.0,2022,CU01195
V01196,Ather,Rizta,Scooter,3.7,2023,CU01196
V01197,Mahindra,BE 6,SUV,59.0,2024,CU01197
V01198,Kia,EV6,SUV,77.0,2024,CU01198
V01199,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01199
V01200,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01200
V01201,TVS,iQube,Scooter,3.4,2025,CU01201
V01202,MG,Comet EV,Car,17.0,2025,CU01202
V01203,Kia,EV9,SUV,99.0,2022,CU01203
V01204,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01204
V01205,TVS,iQube,Scooter,3.4,2025,CU01205
V01206,Olectra,City Bus,Bus,300.0,2023,CU01206
V01207,Kia,EV6,SUV,77.0,2024,CU01207
V01208,Ather,450X,Scooter,4.0,2025,CU01208
V01209,MG,Windsor EV,Car,38.0,2024,CU01209
V01210,BYD,Atto 3,SUV,60.0,2025,CU01210
V01211,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01211
V01212,Ather,Rizta,Scooter,3.7,2025,CU01212
V01213,Kia,EV6,SUV,77.0,2025,CU01213
V01214,Ather,Rizta,Scooter,3.7,2025,CU01214
V01215,Mahindra,BE 6,SUV,59.0,2023,CU01215
V01216,Olectra,City Bus,Bus,300.0,2023,CU01216
V01217,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01217
V01218,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01218
V01219,TVS,iQube,Scooter,3.4,2023,CU01219
V01220,Olectra,City Bus,Bus,300.0,2022,CU01220
V01221,TVS,iQube,Scooter,3.4,2025,CU01221
V01222,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01222
V01223,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01223
V01224,Tata,Curvv EV,SUV,55.0,2023,CU01224
V01225,Kia,EV6,SUV,77.0,2024,CU01225
V01226,BYD,Atto 3,SUV,60.0,2023,CU01226
V01227,Tata,Curvv EV,SUV,55.0,2022,CU01227
V01228,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01228
V01229,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01229
V01230,Hyundai,Kona Electric,SUV,39.0,2024,CU01230
V01231,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01231
V01232,MG,ZS EV,SUV,50.0,2023,CU01232
V01233,Tata,Punch EV,Car,35.0,2024,CU01233
V01234,Tata,Punch EV,Car,35.0,2025,CU01234
V01235,Ola Electric,S1 Air,Scooter,3.0,2022,CU01235
V01236,Hyundai,Kona Electric,SUV,39.0,2023,CU01236
V01237,Tata,Punch EV,Car,35.0,2023,CU01237
V01238,Kia,EV6,SUV,77.0,2022,CU01238
V01239,Kia,EV6,SUV,77.0,2022,CU01239
V01240,Hyundai,Kona Electric,SUV,39.0,2023,CU01240
V01241,Tata,Nexon EV,Car,40.0,2025,CU01241
V01242,Bajaj,Chetak,Scooter,3.2,2022,CU01242
V01243,BYD,Seal,Sedan,82.0,2023,CU01243
V01244,Hyundai,Ioniq 5,SUV,72.0,2025,CU01244
V01245,Olectra,City Bus,Bus,300.0,2022,CU01245
V01246,Kia,EV9,SUV,99.0,2023,CU01246
V01247,Mahindra,XEV 9e,SUV,79.0,2025,CU01247
V01248,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01248
V01249,Bajaj,Chetak,Scooter,3.2,2023,CU01249
V01250,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01250
V01251,Tata,Tiago EV,Car,24.0,2023,CU01251
V01252,Ola Electric,S1 Air,Scooter,3.0,2022,CU01252
V01253,Mahindra,BE 6,SUV,59.0,2022,CU01253
V01254,TVS,iQube,Scooter,3.4,2022,CU01254
V01255,Ola Electric,S1 Air,Scooter,3.0,2023,CU01255
V01256,Tata,Punch EV,Car,35.0,2022,CU01256
V01257,Ather,Rizta,Scooter,3.7,2024,CU01257
V01258,Kia,EV6,SUV,77.0,2023,CU01258
V01259,Kia,EV6,SUV,77.0,2022,CU01259
V01260,MG,Comet EV,Car,17.0,2023,CU01260
V01261,Kia,EV6,SUV,77.0,2023,CU01261
V01262,TVS,iQube,Scooter,3.4,2024,CU01262
V01263,Kia,EV9,SUV,99.0,2025,CU01263
V01264,Bajaj,Chetak,Scooter,3.2,2024,CU01264
V01265,Mahindra,XUV400,SUV,39.0,2023,CU01265
V01266,Hyundai,Ioniq 5,SUV,72.0,2024,CU01266
V01267,Bajaj,Chetak,Scooter,3.2,2024,CU01267
V01268,Mahindra,BE 6,SUV,59.0,2023,CU01268
V01269,Mahindra,XEV 9e,SUV,79.0,2023,CU01269
V01270,Ather,Rizta,Scooter,3.7,2024,CU01270
V01271,Tata,Tiago EV,Car,24.0,2023,CU01271
V01272,Hyundai,Ioniq 5,SUV,72.0,2024,CU01272
V01273,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01273
V01274,BYD,Atto 3,SUV,60.0,2025,CU01274
V01275,Kia,EV6,SUV,77.0,2022,CU01275
V01276,Tata,Curvv EV,SUV,55.0,2025,CU01276
V01277,Mahindra,XEV 9e,SUV,79.0,2023,CU01277
V01278,Tata,Curvv EV,SUV,55.0,2022,CU01278
V01279,MG,ZS EV,SUV,50.0,2025,CU01279
V01280,Tata,Curvv EV,SUV,55.0,2022,CU01280
V01281,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01281
V01282,Mahindra,BE 6,SUV,59.0,2022,CU01282
V01283,BYD,Seal,Sedan,82.0,2024,CU01283
V01284,BYD,eMAX 7,MPV,71.0,2022,CU01284
V01285,Olectra,City Bus,Bus,300.0,2023,CU01285
V01286,Tata,Tiago EV,Car,24.0,2025,CU01286
V01287,Tata,Punch EV,Car,35.0,2022,CU01287
V01288,Tata,Curvv EV,SUV,55.0,2023,CU01288
V01289,Tata,Nexon EV,Car,40.0,2025,CU01289
V01290,Kia,EV9,SUV,99.0,2023,CU01290
V01291,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01291
V01292,Olectra,City Bus,Bus,300.0,2023,CU01292
V01293,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01293
V01294,Hyundai,Kona Electric,SUV,39.0,2024,CU01294
V01295,Hyundai,Kona Electric,SUV,39.0,2024,CU01295
V01296,Kia,EV9,SUV,99.0,2022,CU01296
V01297,Hyundai,Kona Electric,SUV,39.0,2023,CU01297
V01298,TVS,iQube,Scooter,3.4,2022,CU01298
V01299,Olectra,City Bus,Bus,300.0,2023,CU01299
V01300,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01300
V01301,Hyundai,Kona Electric,SUV,39.0,2024,CU01301
V01302,Mahindra,XEV 9e,SUV,79.0,2024,CU01302
V01303,Tata,Nexon EV,Car,40.0,2025,CU01303
V01304,BYD,Seal,Sedan,82.0,2023,CU01304
V01305,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01305
V01306,Mahindra,XEV 9e,SUV,79.0,2024,CU01306
V01307,Bajaj,Chetak,Scooter,3.2,2023,CU01307
V01308,Mahindra,XEV 9e,SUV,79.0,2022,CU01308
V01309,MG,Comet EV,Car,17.0,2023,CU01309
V01310,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01310
V01311,Mahindra,XUV400,SUV,39.0,2024,CU01311
V01312,Mahindra,XUV400,SUV,39.0,2025,CU01312
V01313,Mahindra,BE 6,SUV,59.0,2022,CU01313
V01314,Mahindra,XUV400,SUV,39.0,2024,CU01314
V01315,Kia,EV6,SUV,77.0,2022,CU01315
