Customer_ID,Gender,Age_Group,Customer_Type,Membership,Membership_Start_Date,Home_City,Vehicle_ID
CU00779,Male,46-60,New,Gold,2024-01-07,Lucknow,V00779
CU00780,Male,36-45,New,Silver,2022-05-23,Hyderabad,V00780
CU00781,Female,26-35,Regular,Gold,2023-02-11,Chennai,V00781
CU00782,Female,18-25,New,None,2022-04-18,Bengaluru,V00782
CU00783,Female,46-60,New,Platinum,2022-09-23,Pune,V00783
CU00784,Female,46-60,New,None,2025-09-04,Mumbai,V00784
CU00785,Male,36-45,New,Gold,2022-01-23,Bengaluru,V00785
CU00786,Male,36-45,New,Silver,2025-04-12,Ahmedabad,V00786
CU00787,Male,46-60,Regular,None,2023-02-27,Lucknow,V00787
CU00788,Female,26-35,New,Platinum,2025-03-11,Ahmedabad,V00788
CU00789,Female,36-45,New,Platinum,2025-05-24,Chennai,V00789
CU00790,Female,26-35,Regular,Silver,2023-08-27,Pune,V00790
CU00791,Female,46-60,Regular,Gold,2024-02-21,Jaipur,V00791
CU00792,Female,18-25,New,Platinum,2023-09-03,Pune,V00792
CU00793,Female,36-45,New,Silver,2023-06-21,Chennai,V00793
CU00794,Male,26-35,Regular,Platinum,2023-12-02,Kolkata,V00794
CU00795,Female,36-45,Regular,Gold,2023-03-10,Chennai,V00795
CU00796,Male,46-60,Regular,Platinum,2023-08-05,Ahmedabad,V00796
CU00797,Female,46-60,Regular,Gold,2022-12-18,Ahmedabad,V00797
CU00798,Male,26-35,New,Gold,2024-01-08,Kolkata,V00798
CU00799,Male,46-60,New,Gold,2025-12-03,Lucknow,V00799
CU00800,Male,46-60,Regular,None,2022-10-13,Hyderabad,V00800
CU00801,Male,46-60,New,Silver,2022-08-10,Lucknow,V00801
CU00802,Male,26-35,Regular,None,2023-06-27,Hyderabad,V00802
CU00803,Male,36-45,Regular,Platinum,2023-12-13,Ahmedabad,V00803
CU00804,Male,36-45,Regular,None,2023-07-07,Chennai,V00804
CU00805,Male,36-45,Regular,Gold,2024-09-12,Ahmedabad,V00805
CU00806,Male,36-45,New,Silver,2025-04-15,Pune,V00806
CU00807,Female,36-45,Regular,Gold,2025-01-02,Jaipur,V00807
CU00808,Female,18-25,New,Platinum,2023-02-18,Hyderabad,V00808
CU00809,Female,26-35,New,None,2024-12-22,Delhi,V00809
CU00810,Female,18-25,New,Gold,2024-03-11,Kolkata,V00810
CU00811,Female,18-25,Regular,Silver,2022-08-08,Pune,V00811
CU00812,Male,46-60,New,Gold,2025-12-14,Lucknow,V00812
CU00813,Female,36-45,New,Silver,2022-01-13,Delhi,V00813
CU00814,Male,26-35,Regular,Platinum,2022-10-22,Kolkata,V00814
CU00815,Male,36-45,New,Silver,2024-05-13,Pune,V00815
CU00816,Male,46-60,Regular,Silver,2022-08-12,Lucknow,V00816
CU00817,Female,18-25,New,Gold,2024-01-06,Bengaluru,V00817
CU00818,Male,46-60,New,None,2025-12-27,Hyderabad,V00818
CU00819,Female,18-25,New,Silver,2025-07-22,Ahmedabad,V00819
CU00820,Male,18-25,New,Platinum,2022-05-07,Lucknow,V00820
CU00821,Female,26-35,Regular,Silver,2023-02-23,Lucknow,V00821
CU00822,Female,18-25,Regular,Platinum,2025-04-27,Jaipur,V00822
CU00823,Male,36-45,Regular,None,2022-05-15,Pune,V00823
CU00824,Female,26-35,Regular,Silver,2025-01-17,Kolkata,V00824
CU00825,Male,26-35,New,Gold,2023-02-22,Chennai,V00825
CU00826,Male,46-60,Regular,Platinum,2023-03-08,Hyderabad,V00826
CU00827,Female,26-35,Regular,Platinum,2022-11-03,Mumbai,V00827
CU00828,Female,26-35,Regular,None,2023-01-09,Pune,V00828
CU00829,Male,46-60,New,Gold,2024-02-18,Kolkata,V00829
CU00830,Male,18-25,Regular,Silver,2023-07-18,Mumbai,V00830
CU00831,Male,46-60,New,Silver,2024-10-27,Lucknow,V00831
CU00832,Female,26-35,Regular,Platinum,2025-07-11,Hyderabad,V00832
CU00833,Male,26-35,Regular,Platinum,2024-12-04,Delhi,V00833
CU00834,Female,18-25,Regular,Silver,2025-10-22,Delhi,V00834
CU00835,Male,36-45,Regular,Gold,2023-08-24,Mumbai,V00835
CU00836,Male,26-35,New,Gold,2025-07-02,Chennai,V00836
CU00837,Male,18-25,New,Silver,2023-03-18,Mumbai,V00837
CU00838,Male,26-35,New,Silver,2022-09-11,Ahmedabad,V00838
CU00839,Female,26-35,Regular,Silver,2022-03-26,Jaipur,V00839
CU00840,Female,18-25,New,Platinum,2022-09-14,Lucknow,V00840
CU00841,Female,46-60,Regular,Platinum,2025-08-22,Mumbai,V00841
CU00842,Female,18-25,Regular,None,2025-04-23,Pune,V00842
CU00843,Female,26-35,Regular,Silver,2025-03-01,Bengaluru,V00843
CU00844,Female,46-60,New,Platinum,2024-01-20,Pune,V00844
CU00845,Female,18-25,Regular,Silver,2024-03-15,Bengaluru,V00845
CU00846,Female,36-45,New,Silver,2022-07-20,Bengaluru,V00846
CU00847,Female,36-45,New,None,2025-02-25,Pune,V00847
CU00848,Female,36-45,New,None,2022-12-23,Lucknow,V00848
CU00849,Female,18-25,New,Silver,2022-05-03,Pune,V00849
CU00850,Male,46-60,New,Platinum,2022-08-19,Mumbai,V00850
CU00851,Female,36-45,New,Platinum,2025-06-13,Ahmedabad,V00851
CU00852,Male,36-45,New,Silver,2024-07-04,Mumbai,V00852
CU00853,Male,26-35,New,Gold,2022-11-21,Hyderabad,V00853
CU00854,Male,26-35,Regular,Gold,2024-08-10,Bengaluru,V00854
CU00855,Female,18-25,Regular,Gold,2023-07-03,Chennai,V00855
CU00856,Female,18-25,New,Platinum,2023-03-05,Lucknow,V00856
CU00857,Male,26-35,Regular,Platinum,2024-01-12,Mumbai,V00857
CU00858,Female,36-45,New,Silver,2023-09-04,Chennai,V00858
CU00859,Female,26-35,Regular,Silver,2024-12-26,Hyderabad,V00859
CU00860,Male,26-35,New,Gold,2022-07-09,Ahmedabad,V00860
CU00861,Female,26-35,Regular,Silver,2022-12-17,Mumbai,V00861
CU00862,Male,46-60,New,Silver,2022-07-01,Kolkata,V00862
CU00863,Male,36-45,New,Silver,2022-06-21,Hyderabad,V00863
CU00864,Female,26-35,New,Gold,2024-09-12,Hyderabad,V00864
CU00865,Male,18-25,Regular,Silver,2023-10-27,Pune,V00865
CU00866,Female,18-25,Regular,Silver,2025-12-12,Chennai,V00866
CU00867,Male,26-35,New,Platinum,2025-06-09,Jaipur,V00867
CU00868,Male,26-35,Regular,None,2024-10-19,Delhi,V00868
CU00869,Female,18-25,Regular,Gold,2022-07-09,Jaipur,V00869
CU00870,Female,46-60,Regular,Silver,2022-09-26,Ahmedabad,V00870
CU00871,Female,26-35,New,Silver,2023-05-10,Hyderabad,V00871
CU00872,Male,36-45,New,Gold,2024-09-15,Jaipur,V00872
CU00873,Female,46-60,Regular,Gold,2025-08-22,Kolkata,V00873
CU00874,Female,18-25,Regular,Platinum,2022-12-27,Lucknow,V00874
CU00875,Male,18-25,New,None,2025-02-09,Chennai,V00875
CU00876,Female,18-25,New,Gold,2024-06-01,Lucknow,V00876
CU00877,Male,46-60,Regular,None,2022-04-02,Chennai,V00877
CU00878,Male,46-60,Regular,None,2024-05-28,Jaipur,V00878
CU00879,Female,18-25,New,Gold,2025-08-06,Ahmedabad,V00879
CU00880,Male,46-60,New,Gold,2025-01-07,Jaipur,V00880
CU00881,Female,18-25,New,Gold,2022-07-26,Kolkata,V00881
CU00882,Female,46-60,New,None,2024-01-01,Bengaluru,V00882
CU00883,Female,46-60,New,Silver,2024-07-18,Bengaluru,V00883
CU00884,Male,46-60,Regular,Gold,2022-11-11,Jaipur,V00884
CU00885,Male,26-35,New,Gold,2022-06-21,Delhi,V00885
CU00886,Female,36-45,New,Gold,2023-06-22,Mumbai,V00886
CU00887,Male,46-60,New,Gold,2022-03-11,Jaipur,V00887
CU00888,Female,18-25,New,Platinum,2022-09-28,Kolkata,V00888
CU00889,Female,36-45,Regular,Platinum,2023-09-27,Chennai,V00889
CU00890,Female,18-25,New,Silver,2023-09-04,Bengaluru,V00890
CU00891,Female,46-60,Regular,Gold,2024-06-23,Pune,V00891
CU00892,Female,46-60,Regular,Platinum,2025-04-12,Delhi,V00892
CU00893,Male,18-25,New,Gold,2023-05-14,Mumbai,V00893
CU00894,Male,36-45,Regular,Silver,2022-09-21,Ahmedabad,V00894
CU00895,Male,36-45,Regular,Platinum,2022-08-03,Hyderabad,V00895
CU00896,Female,46-60,Regular,Silver,2023-09-20,Kolkata,V00896
CU00897,Female,18-25,Regular,Platinum,2022-05-17,Lucknow,V00897
CU00898,Male,18-25,Regular,None,2024-03-05,Delhi,V00898
CU00899,Female,26-35,New,None,2024-06-01,Bengaluru,V00899
CU00900,Female,26-35,New,Platinum,2022-05-03,Ahmedabad,V00900
CU00901,Female,46-60,Regular,Silver,2023-09-21,Bengaluru,V00901
CU00902,Male,18-25,Regular,Gold,2024-02-18,Chennai,V00902
CU00903,Male,18-25,New,Platinum,2022-11-27,Jaipur,V00903
CU00904,Female,36-45,New,None,2024-06-06,Pune,V00904
CU00905,Male,26-35,Regular,Platinum,2023-05-14,Bengaluru,V00905
CU00906,Male,26-35,New,Platinum,2023-08-28,Hyderabad,V00906
CU00907,Female,18-25,Regular,None,2024-12-15,Hyderabad,V00907
CU00908,Female,26-35,New,Silver,2025-08-12,Mumbai,V00908
CU00909,Male,36-45,Regular,None,2022-12-24,Bengaluru,V00909
CU00910,Female,36-45,Regular,Gold,2025-02-06,Ahmedabad,V00910
CU00911,Female,36-45,Regular,Silver,2025-06-21,Lucknow,V00911
CU00912,Male,46-60,Regular,None,2025-10-21,Ahmedabad,V00912
CU00913,Female,26-35,Regular,Gold,2024-10-19,Lucknow,V00913
CU00914,Female,36-45,New,Platinum,2025-08-06,Kolkata,V00914
CU00915,Female,46-60,New,Platinum,2025-11-15,Bengaluru,V00915
CU00916,Female,46-60,Regular,Platinum,2022-12-09,Chennai,V00916
CU00917,Female,26-35,Regular,Gold,2022-01-04,Bengaluru,V00917
CU00918,Female,26-35,New,Gold,2023-05-14,Kolkata,V00918
CU00919,Male,18-25,New,Silver,2024-11-19,Ahmedabad,V00919
CU00920,Male,46-60,Regular,Silver,2024-05-28,Mumbai,V00920
CU00921,Male,18-25,New,Gold,2022-02-04,Delhi,V00921
CU00922,Female,46-60,New,Platinum,2022-04-16,Mumbai,V00922
CU00923,Male,18-25,Regular,Silver,2025-03-17,Mumbai,V00923
CU00924,Male,36-45,New,Platinum,2023-10-25,Ahmedabad,V00924
CU00925,Male,46-60,Regular,Platinum,2022-03-21,Mumbai,V00925
CU00926,Male,36-45,New,Silver,2023-12-17,Delhi,V00926
CU00927,Female,26-35,New,Gold,2023-08-15,Kolkata,V00927
CU00928,Male,26-35,Regular,Silver,2025-04-17,Hyderabad,V00928
CU00929,Male,18-25,Regular,Silver,2025-05-21,Ahmedabad,V00929
CU00930,Female,18-25,Regular,Silver,2022-09-13,Chennai,V00930
CU00931,Male,36-45,New,Platinum,2022-09-03,Hyderabad,V00931
CU00932,Female,26-35,New,None,2023-12-01,Jaipur,V00932
CU00933,Male,46-60,Regular,None,2023-04-25,Ahmedabad,V00933
CU00934,Female,18-25,Regular,None,2022-06-04,Ahmedabad,V00934
CU00935,Male,36-45,New,None,2024-02-21,Bengaluru,V00935
CU00936,Female,46-60,Regular,Platinum,2022-08-21,Bengaluru,V00936
CU00937,Male,18-25,New,Platinum,2025-07-04,Ahmedabad,V00937
CU00938,Female,26-35,New,Silver,2024-12-26,Chennai,V00938
CU00939,Male,36-45,Regular,Platinum,2022-07-28,Jaipur,V00939
CU00940,Female,18-25,Regular,Gold,2022-08-03,Jaipur,V00940
CU00941,Male,36-45,Regular,Platinum,2022-08-16,Chennai,V00941
CU00942,Male,26-35,New,Silver,2023-12-05,Hyderabad,V00942
CU00943,Female,36-45,New,Silver,2023-04-11,Hyderabad,V00943
CU00944,Female,46-60,New,Platinum,2023-08-27,Pune,V00944
CU00945,Female,36-45,New,None,2025-01-08,Mumbai,V00945
CU00946,Female,36-45,Regular,Gold,2024-12-09,Lucknow,V00946
CU00947,Male,46-60,New,Silver,2024-10-02,Chennai,V00947
CU00948,Female,36-45,Regular,Platinum,2025-01-04,Pune,V00948
CU00949,Male,18-25,New,None,2022-03-28,Lucknow,V00949
CU00950,Male,26-35,Regular,Gold,2022-04-18,Ahmedabad,V00950
CU00951,Male,18-25,Regular,Gold,2022-09-05,Pune,V00951
CU00952,Male,36-45,New,Gold,2023-01-12,Bengaluru,V00952
CU00953,Female,46-60,New,None,2025-01-26,Pune,V00953
CU00954,Female,18-25,New,None,2022-09-06,Bengaluru,V00954
CU00955,Male,36-45,New,Platinum,2025-03-14,Chennai,V00955
CU00956,Male,36-45,New,None,2022-09-27,Lucknow,V00956
CU00957,Female,46-60,Regular,None,2022-08-21,Pune,V00957
CU00958,Female,36-45,Regular,None,2022-09-05,Jaipur,V00958
CU00959,Male,36-45,New,Platinum,2022-07-21,Bengaluru,V00959
CU00960,Male,18-25,Regular,Platinum,2022-03-13,Hyderabad,V00960
CU00961,Male,26-35,New,Platinum,2022-05-23,Mumbai,V00961
CU00962,Female,46-60,Regular,Platinum,2023-01-28,Pune,V00962
CU00963,Male,46-60,Regular,None,2025-03-05,Ahmedabad,V00963
CU00964,Female,26-35,New,Platinum,2022-05-18,Chennai,V00964
CU00965,Male,36-45,Regular,None,2024-12-27,Hyderabad,V00965
CU00966,Female,46-60,New,Platinum,2022-04-27,Kolkata,V00966
CU00967,Female,18-25,Regular,Platinum,2024-10-18,Hyderabad,V00967
CU00968,Male,26-35,New,Silver,2024-02-22,Jaipur,V00968
CU00969,Female,26-35,New,Silver,2022-09-25,Delhi,V00969
CU00970,Female,26-35,New,Silver,2022-01-23,Kolkata,V00970
CU00971,Male,46-60,New,Platinum,2024-03-23,Pune,V00971
CU00972,Male,46-60,New,None,2024-08-06,Bengaluru,V00972
CU00973,Male,46-60,Regular,Platinum,2023-05-06,Pune,V00973
CU00974,Female,36-45,New,None,2025-06-07,Ahmedabad,V00974
CU00975,Female,26-35,New,Platinum,2022-08-01,Pune,V00975
CU00976,Male,26-35,New,Silver,2023-08-07,Lucknow,V00976
CU00977,Male,26-35,Regular,Platinum,2024-02-22,Mumbai,V00977
CU00978,Male,26-35,Regular,Silver,2025-03-07,Kolkata,V00978
CU00979,Male,36-45,Regular,Platinum,2022-09-06,Kolkata,V00979
CU00980,Female,36-45,New,Gold,2024-08-26,Bengaluru,V00980
CU00981,Male,18-25,Regular,Platinum,2024-11-09,Kolkata,V00981
CU00982,Female,46-60,New,Silver,2023-02-04,Pune,V00982
CU00983,Male,46-60,Regular,Platinum,2024-02-14,Bengaluru,V00983
CU00984,Male,36-45,New,Silver,2023-11-19,Jaipur,V00984
CU00985,Female,26-35,Regular,Platinum,2022-09-22,Bengaluru,V00985
CU00986,Male,26-35,New,Platinum,2024-01-18,Hyderabad,V00986
CU00987,Male,18-25,Regular,Platinum,2022-04-19,Jaipur,V00987
CU00988,Male,36-45,Regular,Silver,2024-10-02,Hyderabad,V00988
CU00989,Male,46-60,New,Platinum,2025-08-12,Ahmedabad,V00989
CU00990,Male,18-25,Regular,Platinum,2024-07-08,Kolkata,V00990
CU00991,Male,46-60,New,None,2022-03-06,Pune,V00991
CU00992,Female,26-35,Regular,Silver,2023-06-08,Pune,V00992
CU00993,Male,36-45,Regular,Silver,2025-03-12,Bengaluru,V00993
CU00994,Male,36-45,New,Silver,2022-06-04,Bengaluru,V00994
CU00995,Male,46-60,New,Gold,2024-03-01,Pune,V00995
CU00996,Male,26-35,New,Platinum,2022-06-08,Bengaluru,V00996
CU00997,Female,26-35,New,Gold,2023-01-12,Bengaluru,V00997
CU00998,Male,36-45,Regular,None,2023-10-18,Jaipur,V00998
CU00999,Male,18-25,Regular,None,2024-06-12,Ahmedabad,V00999
CU01000,Male,46-60,Regular,None,2022-07-21,Kolkata,V01000
CU01001,Male,46-60,Regular,Gold,2022-08-12,Kolkata,V01001
CU01002,Male,46-60,New,None,2023-09-11,Kolkata,V01002
CU01003,Female,36-45,New,Platinum,2023-06-21,Mumbai,V01003
CU01004,Male,46-60,New,Gold,2023-07-28,Bengaluru,V01004
CU01005,Male,36-45,Regular,None,2025-05-05,Kolkata,V01005
CU01006,Male,18-25,Regular,None,2023-01-16,Mumbai,V01006
CU01007,Female,36-45,Regular,None,2025-02-25,Bengaluru,V01007
CU01008,Female,18-25,New,None,2025-08-15,Mumbai,V01008
CU01009,Female,26-35,New,Silver,2023-09-03,Hyderabad,V01009
CU01010,Female,18-25,Regular,None,2022-11-17,Jaipur,V01010
CU01011,Male,36-45,New,Platinum,2023-10-13,Pune,V01011
CU01012,Male,46-60,Regular,Silver,2024-12-03,Ahmedabad,V01012
CU01013,Male,26-35,Regular,None,2025-09-13,Mumbai,V01013
CU01014,Female,18-25,Regular,Gold,2023-05-10,Hyderabad,V01014
CU01015,Female,46-60,Regular,Gold,2024-10-19,Ahmedabad,V01015
CU01016,Female,46-60,New,None,2025-02-23,Jaipur,V01016
CU01017,Female,36-45,Regular,None,2024-02-01,Ahmedabad,V01017
CU01018,Male,26-35,Regular,Silver,2023-01-08,Kolkata,V01018
CU01019,Female,36-45,New,Silver,2022-07-23,Chennai,V01019
CU01020,Female,18-25,Regular,None,2022-05-22,Ahmedabad,V01020
CU01021,Male,36-45,Regular,None,2023-08-18,Chennai,V01021
CU01022,Male,46-60,New,None,2023-04-05,Kolkata,V01022
CU01023,Male,36-45,New,None,2023-09-12,Mumbai,V01023
CU01024,Female,46-60,Regular,Platinum,2025-10-22,Kolkata,V01024
CU01025,Female,46-60,New,Platinum,2022-05-04,Lucknow,V01025
CU01026,Female,18-25,New,Gold,2022-01-17,Hyderabad,V01026
CU01027,Male,18-25,New,Silver,2025-02-08,Chennai,V01027
CU01028,Male,26-35,New,Gold,2023-11-24,Chennai,V01028
CU01029,Female,36-45,New,Gold,2025-04-03,Lucknow,V01029
CU01030,Female,46-60,Regular,Gold,2022-07-17,Pune,V01030
CU01031,Female,36-45,New,Gold,2025-05-08,Lucknow,V01031
CU01032,Female,46-60,Regular,None,2025-02-01,Bengaluru,V01032
CU01033,Female,26-35,Regular,None,2023-05-18,Lucknow,V01033
CU01034,Male,18-25,Regular,Gold,2024-03-19,Bengaluru,V01034
CU01035,Female,18-25,New,Platinum,2025-12-12,Pune,V01035
CU01036,Male,46-60,Regular,None,2024-05-16,Bengaluru,V01036
CU01037,Male,36-45,New,None,2025-04-08,Lucknow,V01037
CU01038,Female,36-45,Regular,Platinum,2023-12-11,Hyderabad,V01038
CU01039,Female,18-25,New,Gold,2022-11-15,Kolkata,V01039
CU01040,Female,46-60,Regular,Silver,2023-08-27,Kolkata,V01040
CU01041,Female,36-45,New,Platinum,2024-12-13,Lucknow,V01041
CU01042,Male,18-25,New,Gold,2022-09-28,Ahmedabad,V01042
CU01043,Male,36-45,New,Platinum,2023-10-17,Kolkata,V01043
CU01044,Female,36-45,New,Platinum,2022-12-01,Ahmedabad,V01044
CU01045,Female,46-60,New,Gold,2024-12-07,Kolkata,V01045
CU01046,Male,18-25,New,Platinum,2022-02-01,Bengaluru,V01046
CU01047,Male,18-25,New,Gold,2025-06-23,Jaipur,V01047
CU01048,Male,36-45,Regular,Gold,2023-06-03,Ahmedabad,V01048
CU01049,Male,18-25,New,Platinum,2025-11-17,Chennai,V01049
CU01050,Male,26-35,New,Platinum,2025-08-10,Delhi,V01050
CU01051,Female,26-35,New,Gold,2024-11-15,Kolkata,V01051
CU01052,Female,26-35,New,Silver,2024-10-05,Kolkata,V01052
CU01053,Female,26-35,Regular,Gold,2022-06-15,Pune,V01053
CU01054,Female,18-25,New,Silver,2025-02-02,Chennai,V01054
CU01055,Male,18-25,Regular,None,2022-12-25,Chennai,V01055
CU01056,Male,18-25,Regular,Silver,2022-11-03,Kolkata,V01056
CU01057,Female,46-60,New,Gold,2025-04-19,Pune,V01057
CU01058,Female,46-60,Regular,Gold,2025-10-24,Hyderabad,V01058
CU01059,Female,18-25,New,Silver,2025-03-01,Pune,V01059
CU01060,Male,26-35,New,Silver,2024-03-13,Jaipur,V01060
CU01061,Female,18-25,New,None,2024-03-03,Mumbai,V01061
CU01062,Male,18-25,Regular,Gold,2025-05-18,Kolkata,V01062
CU01063,Female,18-25,Regular,Platinum,2022-06-15,Delhi,V01063
CU01064,Female,26-35,New,None,2023-10-01,Kolkata,V01064
CU01065,Female,36-45,Regular,Silver,2022-09-02,Lucknow,V01065
CU01066,Male,18-25,New,Platinum,2023-06-08,Hyderabad,V01066
CU01067,Male,36-45,Regular,Gold,2023-03-05,Lucknow,V01067
CU01068,Female,46-60,New,Silver,2022-05-27,Mumbai,V01068
CU01069,Female,26-35,Regular,Platinum,2022-10-18,Pune,V01069
CU01070,Female,36-45,Regular,Gold,2022-07-04,Kolkata,V01070
CU01071,Male,18-25,Regular,Silver,2023-03-26,Hyderabad,V01071
CU01072,Male,46-60,New,Silver,2024-05-05,Jaipur,V01072
CU01073,Male,36-45,Regular,Platinum,2024-12-09,Mumbai,V01073
CU01074,Female,46-60,Regular,None,2022-07-19,Bengaluru,V01074
CU01075,Male,36-45,New,Gold,2022-03-23,Jaipur,V01075
CU01076,Female,18-25,New,Gold,2025-12-22,Kolkata,V01076
CU01077,Female,36-45,New,Gold,2022-02-24,Pune,V01077
CU01078,Male,36-45,New,None,2025-12-04,Hyderabad,V01078
CU01079,Male,36-45,New,Silver,2023-11-24,Pune,V01079
CU01080,Male,26-35,Regular,Gold,2023-02-16,Lucknow,V01080
CU01081,Female,46-60,New,Silver,2023-05-05,Delhi,V01081
CU01082,Female,46-60,Regular,None,2022-11-02,Kolkata,V01082
CU01083,Female,46-60,Regular,Platinum,2023-10-25,Jaipur,V01083
CU01084,Male,36-45,New,Silver,2024-07-23,Mumbai,V01084
CU01085,Male,18-25,Regular,Gold,2024-07-01,Jaipur,V01085
CU01086,Female,18-25,New,None,2022-09-11,Bengaluru,V01086
CU01087,Female,46-60,New,Silver,2023-09-21,Jaipur,V01087
CU01088,Male,36-45,New,Silver,2023-08-08,Lucknow,V01088
CU01089,Male,46-60,Regular,None,2024-11-06,Delhi,V01089
CU01090,Female,36-45,Regular,Silver,2024-12-16,Bengaluru,V01090
CU01091,Male,18-25,New,Platinum,2025-07-24,Bengaluru,V01091
CU01092,Female,26-35,Regular,Silver,2022-01-27,Lucknow,V01092
CU01093,Female,46-60,Regular,Silver,2025-01-11,Jaipur,V01093
CU01094,Male,46-60,New,None,2024-06-09,Delhi,V01094
CU01095,Male,18-25,New,Platinum,2025-02-22,Hyderabad,V01095
CU01096,Female,46-60,New,Silver,2022-08-17,Mumbai,V01096
CU01097,Female,26-35,New,Gold,2024-11-03,Jaipur,V01097
CU01098,Male,26-35,Regular,Gold,2023-03-19,Lucknow,V01098
CU01099,Female,26-35,New,None,2024-12-16,Delhi,V01099
CU01100,Female,46-60,New,Platinum,2025-02-27,Bengaluru,V01100
CU01101,Male,36-45,Regular,Gold,2025-03-28,Delhi,V01101
CU01102,Male,46-60,Regular,None,2022-07-23,Hyderabad,V01102
CU01103,Male,46-60,Regular,Gold,2023-12-04,Lucknow,V01103
CU01104,Female,26-35,Regular,None,2025-07-19,Delhi,V01104
CU01105,Male,36-45,New,None,2022-04-02,Kolkata,V01105
CU01106,Female,36-45,New,None,2022-10-10,Kolkata,V01106
CU01107,Male,18-25,New,Silver,2025-12-10,Mumbai,V01107
CU01108,Female,36-45,Regular,None,2023-10-04,Lucknow,V01108
CU01109,Male,36-45,Regular,Silver,2024-04-24,Lucknow,V01109
CU01110,Male,26-35,Regular,Platinum,2022-09-20,Jaipur,V01110
CU01111,Male,18-25,Regular,Platinum,2024-04-22,Lucknow,V01111
CU01112,Male,26-35,Regular,Platinum,2024-10-06,Jaipur,V01112
CU01113,Male,26-35,Regular,Gold,2023-11-10,Delhi,V01113
CU01114,Female,18-25,Regular,None,2022-06-22,Jaipur,V01114
CU01115,Female,18-25,Regular,Platinum,2023-03-21,Mumbai,V01115
CU01116,Female,46-60,New,Gold,2025-02-23,Lucknow,V01116
CU01117,Female,26-35,New,Platinum,2024-12-27,Chennai,V01117
CU01118,Female,26-35,Regular,None,2023-11-08,Ahmedabad,V01118
CU01119,Female,18-25,Regular,Gold,2023-10-06,Delhi,V01119
CU01120,Male,18-25,Regular,Platinum,2025-04-05,Bengaluru,V01120
CU01121,Male,46-60,New,None,2022-11-19,Chennai,V01121
CU01122,Male,36-45,New,Platinum,2024-08-25,Jaipur,V01122
CU01123,Male,18-25,Regular,Silver,2025-03-27,Chennai,V01123
CU01124,Female,18-25,New,Silver,2023-04-06,Bengaluru,V01124
CU01125,Male,26-35,New,None,2022-04-14,Mumbai,V01125
CU01126,Female,36-45,Regular,Platinum,2024-03-04,Hyderabad,V01126
CU01127,Female,26-35,New,Platinum,2024-10-04,Chennai,V01127
CU01128,Female,18-25,New,None,2022-03-20,Hyderabad,V01128
CU01129,Female,46-60,Regular,Silver,2022-12-27,Kolkata,V01129
CU01130,Female,46-60,New,None,2025-04-18,Mumbai,V01130
CU01131,Female,26-35,New,Platinum,2024-03-15,Delhi,V01131
CU01132,Male,26-35,New,Silver,2025-11-14,Mumbai,V01132
CU01133,Female,46-60,Regular,Gold,2025-05-09,Pune,V01133
CU01134,Female,18-25,Regular,Gold,2025-02-25,Pune,V01134
CU01135,Female,36-45,New,Gold,2022-05-16,Pune,V01135
CU01136,Female,36-45,Regular,Platinum,2025-10-27,Mumbai,V01136
CU01137,Female,26-35,Regular,Silver,2024-03-03,Delhi,V01137
CU01138,Male,36-45,New,Silver,2024-12-03,Lucknow,V01138
CU01139,Female,46-60,New,Platinum,2022-09-28,Delhi,V01139
CU01140,Male,36-45,Regular,Gold,2024-06-20,Pune,V01140
CU01141,Male,26-35,Regular,Platinum,2022-01-07,Chennai,V01141
CU01142,Male,46-60,New,Platinum,2022-10-07,Jaipur,V01142
CU01143,Female,18-25,New,Silver,2024-04-08,Lucknow,V01143
CU01144,Female,36-45,New,Silver,2024-09-27,Hyderabad,V01144
CU01145,Female,46-60,Regular,None,2024-04-15,Mumbai,V01145
CU01146,Male,18-25,Regular,Gold,2023-12-01,Kolkata,V01146
CU01147,Male,46-60,Regular,Silver,2022-01-18,Pune,V01147
CU01148,Male,46-60,Regular,Platinum,2025-05-18,Bengaluru,V01148
CU01149,Female,26-35,New,Silver,2024-03-11,Chennai,V01149
CU01150,Female,36-45,Regular,Silver,2022-08-20,Bengaluru,V01150
CU01151,Female,26-35,New,Gold,2024-05-07,Delhi,V01151
CU01152,Male,46-60,Regular,Gold,2024-01-21,Lucknow,V01152
CU01153,Female,36-45,Regular,Silver,2022-10-03,Ahmedabad,V01153
CU01154,Male,36-45,Regular,None,2023-09-02,Jaipur,V01154
CU01155,Female,18-25,New,Silver,2023-01-25,Chennai,V01155
CU01156,Female,18-25,Regular,Gold,2023-05-26,Chennai,V01156
CU01157,Female,18-25,New,None,2025-11-09,Mumbai,V01157
CU01158,Male,46-60,New,Gold,2024-05-16,Hyderabad,V01158
CU01159,Female,36-45,Regular,Silver,2024-08-26,Lucknow,V01159
CU01160,Female,46-60,New,Platinum,2024-03-20,Delhi,V01160
CU01161,Male,46-60,Regular,Platinum,2025-07-20,Delhi,V01161
CU01162,Female,36-45,New,Silver,2025-12-28,Bengaluru,V01162
CU01163,Female,46-60,New,Platinum,2023-08-15,Delhi,V01163
CU01164,Female,36-45,Regular,Gold,2025-11-27,Jaipur,V01164
CU01165,Male,36-45,Regular,Platinum,2023-09-23,Chennai,V01165
CU01166,Female,18-25,New,Gold,2022-04-07,Delhi,V01166
CU01167,Male,36-45,New,Gold,2022-07-19,Delhi,V01167
